wallet,trade_count,unique_event_count,realized_pnl,slippage_cost_total,unrealized_pnl,total_pnl,total_fees,avg_latency_ms,max_latency_ms,last_fill_ts_ms,last_fill_ts_iso,last_recv_ts_ms,last_recv_ts_iso,open_position_count,gross_open_notional,net_open_notional,wins,losses,latency_bucket_lt_100ms,latency_bucket_100_300ms,latency_bucket_300_1000ms,latency_bucket_1_3s,latency_bucket_gt_3s,polled_fill_count,websocket_fill_count,last_fill_source,polling_realized_pnl,websocket_realized_pnl,ideal_pnl,realistic_pnl,bad_pnl,total_notional,efficiency,positions_json
0xc0b2a1ce425d0cd8bc321c445fa6ae0eaed2e688,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"{""AAVE"":{""avg_entry_px"":""111.1825"",""last_fill_ts_ms"":0,""qty"":""-40"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""ASTER"":{""avg_entry_px"":""0.65881"",""last_fill_ts_ms"":0,""qty"":""5000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""BNB"":{""avg_entry_px"":""652.0298685"",""last_fill_ts_ms"":0,""qty"":""-40"",""realized_pnl"":""366.06058"",""total_fees"":""0"",""trade_count"":0},""BTC"":{""avg_entry_px"":""70599.57015875518887608794184"",""last_fill_ts_ms"":0,""qty"":""-5.00831"",""realized_pnl"":""346.419358204800000000000002"",""total_fees"":""0"",""trade_count"":0},""DOGE"":{""avg_entry_px"":""0.09559945962"",""last_fill_ts_ms"":0,""qty"":""-50000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""DYDX"":{""avg_entry_px"":""0.0933"",""last_fill_ts_ms"":0,""qty"":""50000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""ENA"":{""avg_entry_px"":""0.0894186428"",""last_fill_ts_ms"":0,""qty"":""40000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""ETH"":{""avg_entry_px"":""2136.03846675"",""last_fill_ts_ms"":0,""qty"":""-40"",""realized_pnl"":""-376.99909"",""total_fees"":""0"",""trade_count"":0},""HYPE"":{""avg_entry_px"":""39.00901263335798035280447872"",""last_fill_ts_ms"":0,""qty"":""-946.7"",""realized_pnl"":""370.23852"",""total_fees"":""0"",""trade_count"":0},""LINK"":{""avg_entry_px"":""9.782286"",""last_fill_ts_ms"":0,""qty"":""-100"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""SOL"":{""avg_entry_px"":""86.5956323"",""last_fill_ts_ms"":0,""qty"":""-100"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""SUI"":{""avg_entry_px"":""0.9706025"",""last_fill_ts_ms"":0,""qty"":""-4000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""TAO"":{""avg_entry_px"":""254.54930025"",""last_fill_ts_ms"":0,""qty"":""-40"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""TRUMP"":{""avg_entry_px"":""3.99734069"",""last_fill_ts_ms"":0,""qty"":""-1000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""UNI"":{""avg_entry_px"":""3.348440194285714285714285714"",""last_fill_ts_ms"":0,""qty"":""2000"",""realized_pnl"":""504.520758571428571428571429"",""total_fees"":""0"",""trade_count"":0},""VIRTUAL"":{""avg_entry_px"":""0.70242"",""last_fill_ts_ms"":0,""qty"":""-1000"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""XMR"":{""avg_entry_px"":""355.9323459867487584878889227"",""last_fill_ts_ms"":0,""qty"":""-11.5"",""realized_pnl"":""-56.1406388476107226107226098"",""total_fees"":""0"",""trade_count"":0},""ZEC"":{""avg_entry_px"":""286.2737297777777777777777777"",""last_fill_ts_ms"":0,""qty"":""-75"",""realized_pnl"":""1671.757466666666666666666666"",""total_fees"":""0"",""trade_count"":0},""xyz:GOLD"":{""avg_entry_px"":""4713.295704"",""last_fill_ts_ms"":0,""qty"":""5"",""realized_pnl"":""1293.099657999999999999999999"",""total_fees"":""0"",""trade_count"":0},""xyz:SILVER"":{""avg_entry_px"":""67.51741562642424242424242425"",""last_fill_ts_ms"":0,""qty"":""-10"",""realized_pnl"":""794.8577726424242424242424251"",""total_fees"":""0"",""trade_count"":0}}"
0xee9e949829ca987feecf90381050fdf43c6fdbd6,5,5,-5.739916686372784494420020302,8.80094697,-12.67298030948596550557997975,-18.41289699585875000000000005,1.3184549762175,34420525,46039626,1775727646001,2026-04-09T09:40:46.001Z,1775744641938,2026-04-09T14:24:01.938Z,2,2010.778925,-1262.374075,3,2,0,0,0,0,5,5,0,poll,25.9639667208499465392019929,0,-4.528406118910475650997632755,-5.739916686372784494420020302,-7.603779097853259638146770391,2929.89994715,-0.001959082832147961423065559067,"{""@107"":{""avg_entry_px"":""37.29669377162629757785467128"",""last_fill_ts_ms"":0,""qty"":""11.56"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""@223"":{""avg_entry_px"":""0.007991809276267651009643212074"",""last_fill_ts_ms"":0,""qty"":""40289.48"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""@305"":{""avg_entry_px"":""0.07214282030209852279211310467"",""last_fill_ts_ms"":0,""qty"":""-47285.1"",""realized_pnl"":""-120.0638974667588600773473658"",""total_fees"":""0"",""trade_count"":0},""BTC"":{""avg_entry_px"":""69811.1527574421011849641745"",""last_fill_ts_ms"":1775727646001,""qty"":""0.05659"",""realized_pnl"":""12.30772376135494653920199312"",""total_fees"":""1.1495479357125"",""trade_count"":4},""HYPE"":{""avg_entry_px"":""36.7946677449618545423947494"",""last_fill_ts_ms"":1775727639133,""qty"":""282.4"",""realized_pnl"":""-19.41074898943673527879103694"",""total_fees"":""0.168907040505"",""trade_count"":1}}"
0x0aac6955688dc1cd3cafd52ebcade334fb1c9c3b,231,231,-34.0534664507349,226.683085044,522.63010947800000000000019,488.57664302726510000000019,34.1044701448698,18395369.85714285714285714286,29049638,1775731873822,2026-04-09T10:51:13.822Z,1775744819310,2026-04-09T14:26:59.310Z,1,76197,76197,0,231,0,0,0,0,231,231,0,poll,-34.1044701448698,0,-34.00926324915132,-34.0534664507349,-34.1214713762481,75787.711433044,-0.0004493270189431704885343968096,"{""BTC"":{""avg_entry_px"":""74202.5493015802906224590109"",""last_fill_ts_ms"":0,""qty"":""0.50446"",""realized_pnl"":""47963.80167722315077026715782"",""total_fees"":""0"",""trade_count"":0},""FARTCOIN"":{""avg_entry_px"":""0.1564758659337756951546192507"",""last_fill_ts_ms"":0,""qty"":""17987"",""realized_pnl"":""10093.43925616339747116531625"",""total_fees"":""0"",""trade_count"":0},""LIT"":{""avg_entry_px"":""1.599231057958624914140903932"",""last_fill_ts_ms"":0,""qty"":""-6566"",""realized_pnl"":""5032.930464954409924247437783"",""total_fees"":""0"",""trade_count"":0},""PENDLE"":{""avg_entry_px"":""1.313807463101138157225205292"",""last_fill_ts_ms"":0,""qty"":""18949"",""realized_pnl"":""1690.658278322473772809127752"",""total_fees"":""0"",""trade_count"":0},""STABLE"":{""avg_entry_px"":""0.02465175682879165844006652732"",""last_fill_ts_ms"":1775731873822,""qty"":""6038258"",""realized_pnl"":""190716.198986078780910519179"",""total_fees"":""34.1044701448698"",""trade_count"":231},""STRK"":{""avg_entry_px"":""0.03487218757271931039909175058"",""last_fill_ts_ms"":0,""qty"":""-39159.6"",""realized_pnl"":""140.8005530000000000000000018"",""total_fees"":""0"",""trade_count"":0},""ZRO"":{""avg_entry_px"":""1.685547545965969455672942184"",""last_fill_ts_ms"":0,""qty"":""1575"",""realized_pnl"":""20234.31748489640189268488371"",""total_fees"":""0"",""trade_count"":0},""xyz:SILVER"":{""avg_entry_px"":""105.6826237392361147178277986"",""last_fill_ts_ms"":0,""qty"":""34.01"",""realized_pnl"":""4217.030999999999999999999989"",""total_fees"":""0"",""trade_count"":0}}"
0xf46265a9acf0c5d333e0dfd39ce7146eb8db2241,31,31,-9.658760453499999999999999794,29.2942908,-30.13549865,-39.79425910349999999999999979,4.395083787,56469030,85328171,1775728053189,2026-04-09T09:47:33.189Z,1775744662934,2026-04-09T14:24:22.934Z,3,3521.8875,675.6675,0,31,0,0,0,0,31,31,0,poll,-36.17754572549819834605506039,0,-1.569539197800000000000000223,-9.658760453499999999999999794,-22.10371623150000000000000006,9766.85286,-0.0009889327290940676667468500999,"{""AAVE"":{""avg_entry_px"":""112.9453824635427687614758398"",""last_fill_ts_ms"":0,""qty"":""83.18"",""realized_pnl"":""978.100013317487505579560338"",""total_fees"":""0"",""trade_count"":0},""BTC"":{""avg_entry_px"":""72249.6783510449954610648107"",""last_fill_ts_ms"":1775728053189,""qty"":""-0.04533"",""realized_pnl"":""155.741756966437835641369858"",""total_fees"":""0.63755632575"",""trade_count"":10},""ETH"":{""avg_entry_px"":""2216.930243156516044531761624"",""last_fill_ts_ms"":1775665496061,""qty"":""0.2635"",""realized_pnl"":""294.1535160018154894716005221"",""total_fees"":""1.744564587975"",""trade_count"":5},""HYPE"":{""avg_entry_px"":""36.53575421481913518172621528"",""last_fill_ts_ms"":0,""qty"":""5.58"",""realized_pnl"":""351.9467108620803779696955342"",""total_fees"":""0"",""trade_count"":0},""SOL"":{""avg_entry_px"":""89.3221676232857273499248808"",""last_fill_ts_ms"":0,""qty"":""50"",""realized_pnl"":""506.7064111642863674962440411"",""total_fees"":""0"",""trade_count"":0},""WLFI"":{""avg_entry_px"":""0.09548202628571428571428571429"",""last_fill_ts_ms"":1775699276192,""qty"":""17500"",""realized_pnl"":""-0.209345157"",""total_fees"":""0.209345157"",""trade_count"":2}}"
0xb1f2c0363f48149f35d88a3654b54531d349f858,9,9,14.27754077353120000000000001,1.120451316,0,14.27754077353120000000000001,0.1680474395376,55994051.88888888888888888889,56435560,1775689252118,2026-04-08T23:00:52.118Z,1775744629715,2026-04-09T14:23:49.715Z,0,0,0,3,6,0,0,0,0,9,9,0,poll,13.71732524446239999999999998,0,14.76306089872416000000000002,14.27754077353120000000000001,13.53058673477279999999999999,373.438754528,0.03823261672875113108164291593,"{""BTC"":{""avg_entry_px"":""70045.9489164086687306501548"",""last_fill_ts_ms"":0,""qty"":""-0.02584"",""realized_pnl"":""0"",""total_fees"":""0"",""trade_count"":0},""HYPE"":{""avg_entry_px"":""39.54146650677905997208006825"",""last_fill_ts_ms"":0,""qty"":""-20.69"",""realized_pnl"":""-84.19889011516491471964095673"",""total_fees"":""0"",""trade_count"":0}}"
0x1ca4d75d24dcd969ad9c8ad455c76ab8241fdf63,19,19,13.43987585920499999999999994,13.06237602,-0.642767085,12.79710877420499999999999994,1.95987002859,43829753.84210526315789473684,85972962,1775736929918,2026-04-09T12:15:29.918Z,1775744650555,2026-04-09T14:24:10.555Z,3,401.75131,401.75131,6,13,0,0,0,0,19,19,0,poll,13.64521375522011095552156456,0,18.57813256529400000000000003,13.43987585920499999999999994,5.534865542145000000000000011,4355.2667302,0.003085890415393185784724914605,"{""@107"":{""avg_entry_px"":""30.28081263295459724409783638"",""last_fill_ts_ms"":0,""qty"":""7.24"",""realized_pnl"":""216.2279032391585624129878308"",""total_fees"":""0"",""trade_count"":0},""@142"":{""avg_entry_px"":""68212.21748043004691935074149"",""last_fill_ts_ms"":0,""qty"":""0.0000446662"",""realized_pnl"":""47.56924378339999999999999989"",""total_fees"":""0"",""trade_count"":0},""ADA"":{""avg_entry_px"":""0.25154237"",""last_fill_ts_ms"":1775736929918,""qty"":""775"",""realized_pnl"":""120.6601718549275000000000011"",""total_fees"":""0.2626616650725"",""trade_count"":3},""BTC"":{""avg_entry_px"":""70745.06752573018910749145326"",""last_fill_ts_ms"":1775658750912,""qty"":""0.01115"",""realized_pnl"":""43.35595293722596727484136396"",""total_fees"":""0.091171725084"",""trade_count"":1},""ETH"":{""avg_entry_px"":""2071.994967725774646811698815"",""last_fill_ts_ms"":0,""qty"":""-0.8234"",""realized_pnl"":""281.0269325350391465539984767"",""total_fees"":""0"",""trade_count"":0},""HYPE"":{""avg_entry_px"":""38.911385"",""last_fill_ts_ms"":1775733999960,""qty"":""4.79"",""realized_pnl"":""324.4856166710092160512150449"",""total_fees"":""1.255923093861"",""trade_count"":11},""SOL"":{""avg_entry_px"":""82.22208460029602999634261597"",""last_fill_ts_ms"":1775731578037,""qty"":""0.22"",""realized_pnl"":""177.0417098546747459810651906"",""total_fees"":""0.3501135445725"",""trade_count"":4},""XRP"":{""avg_entry_px"":""1.460445822010778830836137168"",""last_fill_ts_ms"":0,""qty"":""2520"",""realized_pnl"":""88.44577146716265370706565657"",""total_fees"":""0"",""trade_count"":0}}"
0x9d05ad2a1cdb117d9063c0a5218bea5bddcd9994,131,131,-26.57590488447973704793641122,180.19552917,-25.96447269708051295206360183,-52.54037758156025000000001305,27.0705066176205,52853871.10687022900763358779,85884856,1775744250647,2026-04-09T14:17:30.647Z,1775744719891,2026-04-09T14:25:19.891Z,1,30566.268135,30566.268135,8,123,0,0,0,0,131,131,0,poll,-94.65368721385623837081116586,0,11.8163310094266270640579167,-26.57590488447973704793641122,-85.64088318279722029715844974,60156.68137249,-0.0004417781080695228111590773981,"{""BTC"":{""avg_entry_px"":""71321.8797968910956933438028"",""last_fill_ts_ms"":1775744250647,""qty"":""0.42282"",""realized_pnl"":""-254.1255946004905660466672924"",""total_fees"":""27.0705066176205"",""trade_count"":131}}"
0x40847f950a979956e5d42236843ba7e73f27c01f,3,3,-1.736558973054,11.55972024,-23.87376012000000000000000016,-25.61031909305400000000000016,1.739159910108,72777400.33333333333333333333,85898909,1775696935325,2026-04-09T01:08:55.325Z,1775744646010,2026-04-09T14:24:06.010Z,2,3835.14618,3835.14618,0,3,0,0,0,0,3,3,0,poll,-1.739159910108,0,-1.7343048276072,-1.736558973054,-1.740026889126,3864.79980024,-0.0004493270189431704885343968096,"{""BTC"":{""avg_entry_px"":""69409.55435515101391595706856"",""last_fill_ts_ms"":1775659922752,""qty"":""0.0618"",""realized_pnl"":""41.60238663188813968925252043"",""total_fees"":""0.417652290243"",""trade_count"":1},""XRP"":{""avg_entry_px"":""1.34679848833830310134765199"",""last_fill_ts_ms"":1775696935325,""qty"":""6096"",""realized_pnl"":""125.5443832893898366011872686"",""total_fees"":""1.321507619865"",""trade_count"":2}}"
0x8a820d3b050bafc0a1f3156706f28038aa292dce,2,2,-17.9729441129565,119.99962686,17.84233657,-0.1306075429565,17.945944196913,17200745.5,17200802,1775727424647,2026-04-09T09:37:04.647Z,1775744625449,2026-04-09T14:23:45.449Z,1,39922.03347,-39922.03347,0,2,0,0,0,0,2,2,0,poll,-17.945944196913,0,-17.9963440401942,-17.9729441129565,-17.9369442248985,39879.87599314,-0.000450677031093279839518555667,"{""BTC"":{""avg_entry_px"":""70466.77214265464604437477227"",""last_fill_ts_ms"":0,""qty"":""-2.0419"",""realized_pnl"":""863.853591913478241991152513"",""total_fees"":""0"",""trade_count"":0},""ETH"":{""avg_entry_px"":""2150.099452356201052593468064"",""last_fill_ts_ms"":1775727424647,""qty"":""-42.6937"",""realized_pnl"":""4798.78919069478562620269804"",""total_fees"":""17.945944196913"",""trade_count"":2}}"
0xd8bc6f3ff98063ad356b1097f57bbe480e48a2a1,5,5,35.14691100002380302279484648,35.56005009,0.5982362920614469772051536284,35.74514729208525000000000011,5.3345678123295,70897087.2,84441294,1775683653030,2026-04-08T21:27:33.030Z,1775744624460,2026-04-09T14:23:44.460Z,1,473.89563,473.89563,0,5,0,0,0,0,5,5,0,poll,-64.04529442597809912396880502,0,49.94214377095926888007928623,35.14691100002380302279484648,12.38501442935385555004955413,11854.59513851,0.002964834360799723289443896958,"{""BTC"":{""avg_entry_px"":""71400.6741149886581748385971"",""last_fill_ts_ms"":1775683653030,""qty"":""-0.05731"",""realized_pnl"":""145.4812285200870266309561108"",""total_fees"":""5.3345678123295"",""trade_count"":5}}"
